,status,executionTime,nbResult,query,workload,approach,run
0,ok,0.467,1.0,q12j,rdfs,FedUp-FedX,3
0,ok,0.657,1.0,q01a,rdfs,FedUp-Jena,1
0,ok,0.698,1.0,q01a,rdfs,FedUp-Jena,2
0,ok,0.75,1.0,q01a,rdfs,FedUp-Jena,3
0,ok,2.413,9.0,q01b,rdfs,FedUp-Jena,1
0,ok,2.002,9.0,q01b,rdfs,FedUp-Jena,2
0,ok,1.678,9.0,q01b,rdfs,FedUp-Jena,3
0,ok,2.068,1.0,q01c,rdfs,FedUp-Jena,1
0,ok,1.46,1.0,q01c,rdfs,FedUp-Jena,2
0,ok,1.583,1.0,q01c,rdfs,FedUp-Jena,3
0,ok,1.185,8.0,q01d,rdfs,FedUp-Jena,1
0,ok,1.02,8.0,q01d,rdfs,FedUp-Jena,2
0,ok,1.182,8.0,q01d,rdfs,FedUp-Jena,3
0,ok,1.528,5.0,q01e,rdfs,FedUp-Jena,1
0,ok,1.476,5.0,q01e,rdfs,FedUp-Jena,2
0,ok,1.725,5.0,q01e,rdfs,FedUp-Jena,3
0,ok,1.136,3.0,q01f,rdfs,FedUp-Jena,1
0,ok,0.672,3.0,q01f,rdfs,FedUp-Jena,2
0,ok,0.708,3.0,q01f,rdfs,FedUp-Jena,3
0,ok,0.861,6.0,q01g,rdfs,FedUp-Jena,1
0,ok,0.945,6.0,q01g,rdfs,FedUp-Jena,2
0,ok,0.57,6.0,q01g,rdfs,FedUp-Jena,3
0,ok,1.777,5.0,q01h,rdfs,FedUp-Jena,1
0,ok,1.375,5.0,q01h,rdfs,FedUp-Jena,2
0,ok,1.212,5.0,q01h,rdfs,FedUp-Jena,3
0,ok,1.884,1.0,q01i,rdfs,FedUp-Jena,1
0,ok,1.518,1.0,q01i,rdfs,FedUp-Jena,2
0,ok,1.705,1.0,q01i,rdfs,FedUp-Jena,3
0,ok,1.302,7.0,q01j,rdfs,FedUp-Jena,1
0,ok,1.006,7.0,q01j,rdfs,FedUp-Jena,2
0,ok,0.927,7.0,q01j,rdfs,FedUp-Jena,3
0,ok,22.292,54.0,q02a,rdfs,FedUp-Jena,1
0,ok,13.281,54.0,q02a,rdfs,FedUp-Jena,2
0,ok,21.17,54.0,q02a,rdfs,FedUp-Jena,3
0,ok,15.572,54.0,q02b,rdfs,FedUp-Jena,1
0,ok,13.604,54.0,q02b,rdfs,FedUp-Jena,2
0,ok,17.497,54.0,q02b,rdfs,FedUp-Jena,3
0,ok,24.627,72.0,q02c,rdfs,FedUp-Jena,1
0,ok,35.777,72.0,q02c,rdfs,FedUp-Jena,2
0,ok,30.42,72.0,q02c,rdfs,FedUp-Jena,3
0,ok,0.046,9.0,q02d,rdfs,FedUp-Jena,1
0,ok,2.133,9.0,q02d,rdfs,FedUp-Jena,2
0,ok,0.077,9.0,q02d,rdfs,FedUp-Jena,3
0,ok,51.107,99.0,q02e,rdfs,FedUp-Jena,1
0,ok,33.062,99.0,q02e,rdfs,FedUp-Jena,2
0,ok,,,q02e,rdfs,FedUp-Jena,3
0,ok,3.744,27.0,q02f,rdfs,FedUp-Jena,1
0,ok,7.081,27.0,q02f,rdfs,FedUp-Jena,2
0,ok,7.433,27.0,q02f,rdfs,FedUp-Jena,3
0,ok,5.74,36.0,q02g,rdfs,FedUp-Jena,1
0,ok,4.296,36.0,q02g,rdfs,FedUp-Jena,2
0,ok,11.581,36.0,q02g,rdfs,FedUp-Jena,3
0,ok,16.186,45.0,q02h,rdfs,FedUp-Jena,1
0,ok,13.111,45.0,q02h,rdfs,FedUp-Jena,2
0,ok,12.613,45.0,q02h,rdfs,FedUp-Jena,3
0,ok,31.322,90.0,q02i,rdfs,FedUp-Jena,1
0,ok,42.711,90.0,q02i,rdfs,FedUp-Jena,2
0,ok,41.049,90.0,q02i,rdfs,FedUp-Jena,3
0,ok,4.766,18.0,q02j,rdfs,FedUp-Jena,1
0,ok,4.803,18.0,q02j,rdfs,FedUp-Jena,2
0,ok,3.749,18.0,q02j,rdfs,FedUp-Jena,3
0,ok,7.588,4.0,q03a,rdfs,FedUp-Jena,1
0,ok,8.121,4.0,q03a,rdfs,FedUp-Jena,2
0,ok,6.423,4.0,q03a,rdfs,FedUp-Jena,3
0,ok,4.574,10.0,q03b,rdfs,FedUp-Jena,1
0,ok,4.185,10.0,q03b,rdfs,FedUp-Jena,2
0,ok,4.312,10.0,q03b,rdfs,FedUp-Jena,3
0,ok,4.466,6.0,q03c,rdfs,FedUp-Jena,1
0,ok,3.45,6.0,q03c,rdfs,FedUp-Jena,2
0,ok,3.528,6.0,q03c,rdfs,FedUp-Jena,3
0,ok,6.639,8.0,q03d,rdfs,FedUp-Jena,1
0,ok,5.641,8.0,q03d,rdfs,FedUp-Jena,2
0,ok,5.528,8.0,q03d,rdfs,FedUp-Jena,3
0,ok,6.878,6.0,q03e,rdfs,FedUp-Jena,1
0,ok,3.942,6.0,q03e,rdfs,FedUp-Jena,2
0,ok,3.979,6.0,q03e,rdfs,FedUp-Jena,3
0,ok,4.527,5.0,q03f,rdfs,FedUp-Jena,1
0,ok,3.859,5.0,q03f,rdfs,FedUp-Jena,2
0,ok,3.729,5.0,q03f,rdfs,FedUp-Jena,3
0,ok,5.217,4.0,q03g,rdfs,FedUp-Jena,1
0,ok,4.384,4.0,q03g,rdfs,FedUp-Jena,2
0,ok,4.525,4.0,q03g,rdfs,FedUp-Jena,3
0,ok,4.494,10.0,q03h,rdfs,FedUp-Jena,1
0,ok,4.252,10.0,q03h,rdfs,FedUp-Jena,2
0,ok,3.954,10.0,q03h,rdfs,FedUp-Jena,3
0,ok,5.602,6.0,q03i,rdfs,FedUp-Jena,1
0,ok,4.562,6.0,q03i,rdfs,FedUp-Jena,2
0,ok,4.706,6.0,q03i,rdfs,FedUp-Jena,3
0,ok,3.953,10.0,q03j,rdfs,FedUp-Jena,1
0,ok,2.779,10.0,q03j,rdfs,FedUp-Jena,2
0,ok,2.574,10.0,q03j,rdfs,FedUp-Jena,3
0,ok,3.301,7.0,q04a,rdfs,FedUp-Jena,1
0,ok,2.074,7.0,q04a,rdfs,FedUp-Jena,2
0,ok,1.852,7.0,q04a,rdfs,FedUp-Jena,3
0,ok,3.19,6.0,q04b,rdfs,FedUp-Jena,1
0,ok,3.487,6.0,q04b,rdfs,FedUp-Jena,2
0,ok,2.873,6.0,q04b,rdfs,FedUp-Jena,3
0,ok,2.016,10.0,q04c,rdfs,FedUp-Jena,1
0,ok,1.003,10.0,q04c,rdfs,FedUp-Jena,2
0,ok,0.661,10.0,q04c,rdfs,FedUp-Jena,3
0,ok,3.075,1.0,q04d,rdfs,FedUp-Jena,1
0,ok,3.413,1.0,q04d,rdfs,FedUp-Jena,2
0,ok,3.233,1.0,q04d,rdfs,FedUp-Jena,3
0,ok,3.684,6.0,q04e,rdfs,FedUp-Jena,1
0,ok,3.921,6.0,q04e,rdfs,FedUp-Jena,2
0,ok,3.748,6.0,q04e,rdfs,FedUp-Jena,3
0,ok,3.278,10.0,q04f,rdfs,FedUp-Jena,1
0,ok,3.269,10.0,q04f,rdfs,FedUp-Jena,2
0,ok,3.701,10.0,q04f,rdfs,FedUp-Jena,3
0,ok,1.768,8.0,q04g,rdfs,FedUp-Jena,1
0,ok,1.829,8.0,q04g,rdfs,FedUp-Jena,2
0,ok,2.0,8.0,q04g,rdfs,FedUp-Jena,3
0,ok,2.786,9.0,q04h,rdfs,FedUp-Jena,1
0,ok,3.886,9.0,q04h,rdfs,FedUp-Jena,2
0,ok,3.139,9.0,q04h,rdfs,FedUp-Jena,3
0,ok,1.703,8.0,q04i,rdfs,FedUp-Jena,1
0,ok,2.576,8.0,q04i,rdfs,FedUp-Jena,2
0,ok,4.267,8.0,q04i,rdfs,FedUp-Jena,3
0,ok,2.169,4.0,q04j,rdfs,FedUp-Jena,1
0,ok,1.864,4.0,q04j,rdfs,FedUp-Jena,2
0,ok,3.716,4.0,q04j,rdfs,FedUp-Jena,3
0,ok,13.836,39.0,q06a,rdfs,FedUp-Jena,1
0,ok,12.804,39.0,q06a,rdfs,FedUp-Jena,2
0,ok,12.638,39.0,q06a,rdfs,FedUp-Jena,3
0,ok,13.073,15.0,q06b,rdfs,FedUp-Jena,1
0,ok,12.774,15.0,q06b,rdfs,FedUp-Jena,2
0,ok,12.392,15.0,q06b,rdfs,FedUp-Jena,3
0,ok,15.609,13.0,q06c,rdfs,FedUp-Jena,1
0,ok,12.81,13.0,q06c,rdfs,FedUp-Jena,2
0,ok,12.35,13.0,q06c,rdfs,FedUp-Jena,3
0,ok,13.768,39.0,q06d,rdfs,FedUp-Jena,1
0,ok,13.194,39.0,q06d,rdfs,FedUp-Jena,2
0,ok,13.316,39.0,q06d,rdfs,FedUp-Jena,3
0,ok,13.645,41.0,q06e,rdfs,FedUp-Jena,1
0,ok,11.98,41.0,q06e,rdfs,FedUp-Jena,2
0,ok,12.682,41.0,q06e,rdfs,FedUp-Jena,3
0,ok,13.189,7.0,q06f,rdfs,FedUp-Jena,1
0,ok,12.43,7.0,q06f,rdfs,FedUp-Jena,2
0,ok,12.619,7.0,q06f,rdfs,FedUp-Jena,3
0,ok,14.044,41.0,q06g,rdfs,FedUp-Jena,1
0,ok,12.354,41.0,q06g,rdfs,FedUp-Jena,2
0,ok,12.168,41.0,q06g,rdfs,FedUp-Jena,3
0,ok,13.249,15.0,q06h,rdfs,FedUp-Jena,1
0,ok,12.39,15.0,q06h,rdfs,FedUp-Jena,2
0,ok,12.059,15.0,q06h,rdfs,FedUp-Jena,3
0,ok,13.63,15.0,q06i,rdfs,FedUp-Jena,1
0,ok,12.018,15.0,q06i,rdfs,FedUp-Jena,2
0,ok,12.467,15.0,q06i,rdfs,FedUp-Jena,3
0,ok,12.914,9.0,q06j,rdfs,FedUp-Jena,1
0,ok,12.359,9.0,q06j,rdfs,FedUp-Jena,2
0,ok,12.386,9.0,q06j,rdfs,FedUp-Jena,3
0,ok,87.589,72.0,q07a,rdfs,FedUp-Jena,1
0,ok,87.33,72.0,q07a,rdfs,FedUp-Jena,2
0,ok,87.616,72.0,q07a,rdfs,FedUp-Jena,3
0,ok,21.315,25.0,q07b,rdfs,FedUp-Jena,1
0,ok,19.774,25.0,q07b,rdfs,FedUp-Jena,2
0,ok,19.726,25.0,q07b,rdfs,FedUp-Jena,3
0,ok,52.168,54.0,q07c,rdfs,FedUp-Jena,1
0,ok,54.417,54.0,q07c,rdfs,FedUp-Jena,2
0,ok,53.766,54.0,q07c,rdfs,FedUp-Jena,3
0,ok,63.786,66.0,q07d,rdfs,FedUp-Jena,1
0,ok,59.676,66.0,q07d,rdfs,FedUp-Jena,2
0,ok,55.552,1862.0,q07d,rdfs,FedUp-Jena,3
0,ok,4.868,9.0,q07e,rdfs,FedUp-Jena,1
0,ok,4.677,9.0,q07e,rdfs,FedUp-Jena,2
0,ok,4.081,9.0,q07e,rdfs,FedUp-Jena,3
0,ok,34.454,42.0,q07f,rdfs,FedUp-Jena,1
0,ok,34.938,42.0,q07f,rdfs,FedUp-Jena,2
0,ok,35.947,42.0,q07f,rdfs,FedUp-Jena,3
0,ok,76.861,63.0,q07g,rdfs,FedUp-Jena,1
0,ok,77.404,63.0,q07g,rdfs,FedUp-Jena,2
0,ok,76.21,63.0,q07g,rdfs,FedUp-Jena,3
0,ok,24.349,36.0,q07h,rdfs,FedUp-Jena,1
0,ok,24.497,36.0,q07h,rdfs,FedUp-Jena,2
0,ok,23.286,36.0,q07h,rdfs,FedUp-Jena,3
0,ok,36.653,56.0,q07i,rdfs,FedUp-Jena,1
0,ok,37.923,56.0,q07i,rdfs,FedUp-Jena,2
0,ok,37.939,56.0,q07i,rdfs,FedUp-Jena,3
0,ok,106.163,110.0,q07j,rdfs,FedUp-Jena,1
0,ok,104.852,110.0,q07j,rdfs,FedUp-Jena,2
0,ok,114.109,110.0,q07j,rdfs,FedUp-Jena,3
0,ok,11.172,1.0,q08a,rdfs,FedUp-Jena,1
0,ok,11.246,1.0,q08a,rdfs,FedUp-Jena,2
0,ok,12.403,1.0,q08a,rdfs,FedUp-Jena,3
0,ok,0.05,1.0,q08b,rdfs,FedUp-Jena,1
0,ok,0.081,1.0,q08b,rdfs,FedUp-Jena,2
0,ok,0.055,1.0,q08b,rdfs,FedUp-Jena,3
0,ok,2.654,1.0,q08c,rdfs,FedUp-Jena,1
0,ok,2.943,1.0,q08c,rdfs,FedUp-Jena,2
0,ok,3.265,1.0,q08c,rdfs,FedUp-Jena,3
0,ok,3.632,2.0,q08d,rdfs,FedUp-Jena,1
0,ok,3.356,2.0,q08d,rdfs,FedUp-Jena,2
0,ok,4.465,2.0,q08d,rdfs,FedUp-Jena,3
0,ok,0.074,1.0,q08e,rdfs,FedUp-Jena,1
0,ok,0.081,1.0,q08e,rdfs,FedUp-Jena,2
0,ok,0.066,1.0,q08e,rdfs,FedUp-Jena,3
0,ok,25.183,4.0,q08f,rdfs,FedUp-Jena,1
0,ok,25.325,4.0,q08f,rdfs,FedUp-Jena,2
0,ok,25.502,4.0,q08f,rdfs,FedUp-Jena,3
0,ok,14.723,4.0,q08g,rdfs,FedUp-Jena,1
0,ok,14.688,4.0,q08g,rdfs,FedUp-Jena,2
0,ok,15.25,4.0,q08g,rdfs,FedUp-Jena,3
0,ok,3.912,3.0,q08h,rdfs,FedUp-Jena,1
0,ok,4.137,3.0,q08h,rdfs,FedUp-Jena,2
0,ok,4.271,3.0,q08h,rdfs,FedUp-Jena,3
0,ok,7.412,2.0,q08i,rdfs,FedUp-Jena,1
0,ok,6.97,2.0,q08i,rdfs,FedUp-Jena,2
0,ok,6.195,2.0,q08i,rdfs,FedUp-Jena,3
0,ok,5.256,1.0,q08j,rdfs,FedUp-Jena,1
0,ok,6.747,1.0,q08j,rdfs,FedUp-Jena,2
0,ok,5.421,1.0,q08j,rdfs,FedUp-Jena,3
0,ok,0.025,1.0,q09a,rdfs,FedUp-Jena,1
0,ok,0.016,1.0,q09a,rdfs,FedUp-Jena,2
0,ok,0.018,1.0,q09a,rdfs,FedUp-Jena,3
0,ok,0.038,1.0,q09b,rdfs,FedUp-Jena,1
0,ok,0.02,1.0,q09b,rdfs,FedUp-Jena,2
0,ok,0.058,1.0,q09b,rdfs,FedUp-Jena,3
0,ok,0.027,1.0,q09c,rdfs,FedUp-Jena,1
0,ok,0.04,1.0,q09c,rdfs,FedUp-Jena,2
0,ok,0.034,1.0,q09c,rdfs,FedUp-Jena,3
0,ok,0.044,1.0,q09d,rdfs,FedUp-Jena,1
0,ok,0.065,1.0,q09d,rdfs,FedUp-Jena,2
0,ok,0.02,1.0,q09d,rdfs,FedUp-Jena,3
0,ok,0.026,1.0,q09e,rdfs,FedUp-Jena,1
0,ok,0.017,1.0,q09e,rdfs,FedUp-Jena,2
0,ok,0.042,1.0,q09e,rdfs,FedUp-Jena,3
0,ok,0.027,1.0,q09f,rdfs,FedUp-Jena,1
0,ok,0.034,1.0,q09f,rdfs,FedUp-Jena,2
0,ok,0.024,1.0,q09f,rdfs,FedUp-Jena,3
0,ok,0.07,1.0,q09g,rdfs,FedUp-Jena,1
0,ok,0.023,1.0,q09g,rdfs,FedUp-Jena,2
0,ok,0.019,1.0,q09g,rdfs,FedUp-Jena,3
0,ok,0.022,1.0,q09h,rdfs,FedUp-Jena,1
0,ok,0.02,1.0,q09h,rdfs,FedUp-Jena,2
0,ok,0.024,1.0,q09h,rdfs,FedUp-Jena,3
0,ok,0.023,1.0,q09i,rdfs,FedUp-Jena,1
0,ok,0.034,1.0,q09i,rdfs,FedUp-Jena,2
0,ok,0.023,1.0,q09i,rdfs,FedUp-Jena,3
0,ok,0.027,1.0,q09j,rdfs,FedUp-Jena,1
0,ok,0.027,1.0,q09j,rdfs,FedUp-Jena,2
0,ok,0.041,1.0,q09j,rdfs,FedUp-Jena,3
0,ok,0.028,1.0,q10a,rdfs,FedUp-Jena,1
0,ok,0.026,1.0,q10a,rdfs,FedUp-Jena,2
0,ok,0.05,1.0,q10a,rdfs,FedUp-Jena,3
0,ok,0.058,1.0,q10b,rdfs,FedUp-Jena,1
0,ok,0.08,1.0,q10b,rdfs,FedUp-Jena,2
0,ok,0.079,1.0,q10b,rdfs,FedUp-Jena,3
0,ok,0.034,1.0,q10c,rdfs,FedUp-Jena,1
0,ok,0.025,1.0,q10c,rdfs,FedUp-Jena,2
0,ok,0.039,1.0,q10c,rdfs,FedUp-Jena,3
0,ok,0.328,1.0,q10d,rdfs,FedUp-Jena,1
0,ok,0.039,1.0,q10d,rdfs,FedUp-Jena,2
0,ok,0.043,1.0,q10d,rdfs,FedUp-Jena,3
0,ok,0.067,2.0,q10e,rdfs,FedUp-Jena,1
0,ok,0.053,2.0,q10e,rdfs,FedUp-Jena,2
0,ok,0.078,2.0,q10e,rdfs,FedUp-Jena,3
0,ok,0.122,1.0,q10f,rdfs,FedUp-Jena,1
0,ok,0.082,1.0,q10f,rdfs,FedUp-Jena,2
0,ok,0.051,1.0,q10f,rdfs,FedUp-Jena,3
0,ok,0.038,1.0,q10g,rdfs,FedUp-Jena,1
0,ok,0.031,1.0,q10g,rdfs,FedUp-Jena,2
0,ok,0.089,1.0,q10g,rdfs,FedUp-Jena,3
0,ok,0.054,1.0,q10h,rdfs,FedUp-Jena,1
0,ok,0.034,1.0,q10h,rdfs,FedUp-Jena,2
0,ok,0.037,1.0,q10h,rdfs,FedUp-Jena,3
0,ok,0.031,1.0,q10i,rdfs,FedUp-Jena,1
0,ok,0.08,1.0,q10i,rdfs,FedUp-Jena,2
0,ok,0.034,1.0,q10i,rdfs,FedUp-Jena,3
0,ok,0.054,1.0,q10j,rdfs,FedUp-Jena,1
0,ok,0.045,1.0,q10j,rdfs,FedUp-Jena,2
0,ok,0.09,1.0,q10j,rdfs,FedUp-Jena,3
0,ok,0.032,9.0,q11a,rdfs,FedUp-Jena,1
0,ok,0.023,9.0,q11a,rdfs,FedUp-Jena,2
0,ok,0.036,9.0,q11a,rdfs,FedUp-Jena,3
0,ok,0.045,9.0,q11b,rdfs,FedUp-Jena,1
0,ok,0.05,9.0,q11b,rdfs,FedUp-Jena,2
0,ok,0.038,9.0,q11b,rdfs,FedUp-Jena,3
0,ok,0.04,9.0,q11c,rdfs,FedUp-Jena,1
0,ok,0.054,9.0,q11c,rdfs,FedUp-Jena,2
0,ok,0.026,9.0,q11c,rdfs,FedUp-Jena,3
0,ok,0.028,9.0,q11d,rdfs,FedUp-Jena,1
0,ok,0.027,9.0,q11d,rdfs,FedUp-Jena,2
0,ok,0.025,9.0,q11d,rdfs,FedUp-Jena,3
0,ok,0.026,9.0,q11e,rdfs,FedUp-Jena,1
0,ok,0.048,9.0,q11e,rdfs,FedUp-Jena,2
0,ok,0.025,9.0,q11e,rdfs,FedUp-Jena,3
0,ok,0.042,9.0,q11f,rdfs,FedUp-Jena,1
0,ok,0.081,9.0,q11f,rdfs,FedUp-Jena,2
0,ok,0.087,9.0,q11f,rdfs,FedUp-Jena,3
0,ok,0.038,9.0,q11g,rdfs,FedUp-Jena,1
0,ok,0.052,9.0,q11g,rdfs,FedUp-Jena,2
0,ok,0.028,9.0,q11g,rdfs,FedUp-Jena,3
0,ok,0.097,9.0,q11h,rdfs,FedUp-Jena,1
0,ok,0.027,9.0,q11h,rdfs,FedUp-Jena,2
0,ok,0.027,9.0,q11h,rdfs,FedUp-Jena,3
0,ok,0.058,9.0,q11i,rdfs,FedUp-Jena,1
0,ok,0.026,9.0,q11i,rdfs,FedUp-Jena,2
0,ok,0.037,9.0,q11i,rdfs,FedUp-Jena,3
0,ok,0.031,9.0,q11j,rdfs,FedUp-Jena,1
0,ok,0.036,9.0,q11j,rdfs,FedUp-Jena,2
0,ok,0.028,9.0,q11j,rdfs,FedUp-Jena,3
0,ok,0.038,1.0,q12a,rdfs,FedUp-Jena,1
0,ok,0.06,1.0,q12a,rdfs,FedUp-Jena,2
0,ok,0.022,1.0,q12a,rdfs,FedUp-Jena,3
0,ok,0.067,1.0,q12b,rdfs,FedUp-Jena,1
0,ok,0.041,1.0,q12b,rdfs,FedUp-Jena,2
0,ok,0.074,1.0,q12b,rdfs,FedUp-Jena,3
0,ok,0.046,1.0,q12c,rdfs,FedUp-Jena,1
0,ok,0.092,1.0,q12c,rdfs,FedUp-Jena,2
0,ok,0.068,1.0,q12c,rdfs,FedUp-Jena,3
0,ok,0.045,1.0,q12d,rdfs,FedUp-Jena,1
0,ok,0.039,1.0,q12d,rdfs,FedUp-Jena,2
0,ok,0.037,1.0,q12d,rdfs,FedUp-Jena,3
0,ok,0.023,1.0,q12e,rdfs,FedUp-Jena,1
0,ok,0.064,1.0,q12e,rdfs,FedUp-Jena,2
0,ok,0.027,1.0,q12e,rdfs,FedUp-Jena,3
0,ok,0.052,1.0,q12f,rdfs,FedUp-Jena,1
0,ok,0.026,1.0,q12f,rdfs,FedUp-Jena,2
0,ok,0.05,1.0,q12f,rdfs,FedUp-Jena,3
0,ok,0.029,1.0,q12g,rdfs,FedUp-Jena,1
0,ok,0.062,1.0,q12g,rdfs,FedUp-Jena,2
0,ok,0.057,1.0,q12g,rdfs,FedUp-Jena,3
0,ok,0.181,1.0,q12h,rdfs,FedUp-Jena,1
0,ok,0.045,1.0,q12h,rdfs,FedUp-Jena,2
0,ok,0.027,1.0,q12h,rdfs,FedUp-Jena,3
0,ok,0.031,1.0,q12i,rdfs,FedUp-Jena,1
0,ok,0.043,1.0,q12i,rdfs,FedUp-Jena,2
0,ok,0.042,1.0,q12i,rdfs,FedUp-Jena,3
0,ok,0.028,1.0,q12j,rdfs,FedUp-Jena,1
0,ok,0.053,1.0,q12j,rdfs,FedUp-Jena,2
0,ok,0.028,1.0,q12j,rdfs,FedUp-Jena,3
